Details,Accession,Release_Date,Species,Genus,Family,Length,Nuc._Completeness,Genotype,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
,GQ153544,2010-04-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29695,complete,,,,,,,"Bat SARS coronavirus HKU3-9, complete genome"
,KT751244,2015-12-09T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30107,complete,,United Arab Emirates,Camelus bactrianus,,,,"Middle East respiratory syndrome coronavirus strain D2731.3/14, complete genome"
,JN874561,2012-03-26T00:00:00Z,Rabbit coronavirus HKU14,Betacoronavirus,Coronaviridae,31096,complete,,China,Oryctolagus cuniculus,,2007,,"Rabbit coronavirus HKU14 strain HKU14-8, complete genome"
,DQ915164,2006-09-30T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,31076,complete,Bovine,USA,Vicugna pacos,,,,"Bovine coronavirus isolate Alpaca, complete genome"
,AY394985,2004-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29530,complete,,,,,,,"SARS coronavirus HSZ-Bb, complete genome"
,MN723543,2019-12-18T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30120,complete,,Saudi Arabia,Homo sapiens,,2017-08-17,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Jeddah-KSA-173RS1570/2017, complete genome"
,MH371127,2018-07-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30119,complete,,Saudi Arabia,,,2016-11-25,,"Middle East respiratory syndrome-related coronavirus isolate 2362, complete genome"
,MH432120,2018-07-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30119,complete,,Saudi Arabia,Homo sapiens,,2017-02-28,,"Middle East respiratory syndrome-related coronavirus isolate 2366, complete genome"
,KJ361503,2015-03-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30040,complete,,France,Homo sapiens,,2013-05-07,,"Middle East respiratory syndrome coronavirus isolate Hu-France - FRA2_130569-2013_Isolate_Sanger, complete genome"
,KF923891,2015-02-06T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30713,complete,,China,Homo sapiens,oronasopharynx,2007-05,,"Human coronavirus OC43 isolate 5240/2007, complete genome"
,KF923896,2015-02-06T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30737,complete,,China,Homo sapiens,oronasopharynx,2012-02,,"Human coronavirus OC43 isolate 3074A/2012, complete genome"
,KJ361500,2015-03-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29267,complete,,France,Homo sapiens,lung,2013-04-26,,"Middle East respiratory syndrome coronavirus isolate Hu-France (UAE) - FRA1_1627-2013_BAL_Sanger, complete genome"
,KJ361501,2015-03-10T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29880,complete,,France,Homo sapiens,oronasopharynx,2013-05-07,,"Middle East respiratory syndrome coronavirus isolate Hu-France - FRA2_130569-2013_IS_HTS, complete genome"
,KR011266,2015-05-27T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,"lung, oronasopharynx",2015-01-06,,"Middle East respiratory syndrome coronavirus strain Hu/Riyadh-KSA-2049/2015, complete genome"
,KF923887,2015-08-31T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30719,complete,,China,Homo sapiens,oronasopharynx,2010-04,,"Human coronavirus OC43 isolate 1997A/2010, complete genome"
,KU131570,2016-02-27T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30746,complete,,United Kingdom,Homo sapiens,brain,2011-08-20,,"Human coronavirus OC43 strain HCoV-OC43/UK/London/2011, complete genome"
,KT026456,2015-06-08T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30120,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2015-03-01,,"Middle East respiratory syndrome coronavirus isolate Hu/Riyadh_KSA_4050_2015, complete genome"
,KT374056,2015-11-24T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29831,complete,,South Korea,Homo sapiens,"lung, oronasopharynx",2015-06-21,,"Middle East respiratory syndrome coronavirus isolate KOREA/Seoul/168-1-2015, complete genome"
,HQ890527,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-10-08,,"SARS coronavirus MA15 ExoN1 isolate d2ym2, complete genome"
,KF600628,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30104,complete,,Saudi Arabia,Homo sapiens,,2013-06-04,,"Middle East respiratory syndrome coronavirus isolate Hafr-Al-Batin_1_2013, complete genome"
,KF600647,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30115,complete,,Saudi Arabia,Homo sapiens,,2013-05-15,,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_17_2013, complete genome"
,KF514404,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2010-10-01,,"SARS coronavirus wtic-MB strain SARS/VeroE6_lab/USA/WTic_c1.9P20/2010, complete genome"
,KF530090,2013-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30577,complete,,USA,Homo sapiens,,1993-01-26,,"Human coronavirus OC43 strain OC43/human/USA/931-85/1993, complete genome"
,KF514408,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2009-03-18,,"SARS coronavirus wtic-MB strain SARS/VeroE6_lab/USA/WTic_c2P1/2009, complete genome"
,KF530084,2013-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30577,complete,,USA,Homo sapiens,,1995-01-12,,"Human coronavirus OC43 strain OC43/human/USA/951-18/1995, complete genome"
,KF530087,2013-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30577,complete,,USA,Homo sapiens,,1987-03-05,,"Human coronavirus OC43 strain OC43/human/USA/873-6/1987, complete genome"
,KF600645,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30071,complete,,Saudi Arabia,Homo sapiens,,2013-05-11,,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_15_2013, complete genome"
,KJ156944,2014-02-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30055,complete,,Saudi Arabia,Homo sapiens,,2013-07-02,,"Middle East respiratory syndrome coronavirus isolate Riyadh_5_2013, complete genome"
,KJ156866,2014-02-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30054,complete,,Saudi Arabia,Homo sapiens,,2013-05-02,,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_25_2013, complete genome"
,KC545386,2013-10-21T00:00:00Z,Hedgehog coronavirus 1,Betacoronavirus,Coronaviridae,30175,complete,,Germany,Erinaceus europaeus,feces,2012,,"Betacoronavirus Erinaceus/VMC/DEU/2012 isolate ErinaceusCoV/2012-216/GER/2012, complete genome"
,KJ156881,2014-02-06T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30055,complete,,Saudi Arabia,Homo sapiens,,2013-06-12,,"Middle East respiratory syndrome coronavirus isolate Wadi-Ad-Dawasir_1_2013, complete genome"
,KJ713296,2014-05-04T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30113,complete,,Saudi Arabia,Camelus dromedarius,oronasopharynx,2013-11,,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-378, complete genome"
,KF686344,2013-09-28T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29695,complete,,USA,Homo sapiens,,2009-12-28,,"Human coronavirus HKU1 strain HKU1/human/USA/HKU1-15/2009, complete genome"
,KF514416,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2010-10-01,,"SARS coronavirus ExoN1 strain SARS/VeroE6_lab/USA/ExoN1_c5.8P20/2010, complete genome"
,KF530076,2013-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30606,complete,,USA,Homo sapiens,,1991-01-03,,"Human coronavirus OC43 strain OC43/human/USA/911-11/1991, complete genome"
,KF514398,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2010-10-01,,"SARS coronavirus wtic-MB strain SARS/VeroE6_lab/USA/WTic_c1.10P20/2010, complete genome"
,KF514423,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2009-07-08,,"SARS coronavirus wtic-MB strain SARS/VeroE6_lab/USA/WTic_c3P20/2009, complete genome"
,KF530083,2013-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30577,complete,,USA,Homo sapiens,,1987-03-17,,"Human coronavirus OC43 strain OC43/human/USA/873-19/1987, complete genome"
,KF530060,2013-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30577,complete,,USA,Homo sapiens,,1985-01-08,,"Human coronavirus OC43 strain OC43/human/USA/851-15/1985, complete genome"
,KF514414,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2009-07-08,,"SARS coronavirus ExoN1 strain SARS/VeroE6_lab/USA/ExoN1_c5P20/2009, complete genome"
,KF530095,2013-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30602,complete,,USA,Homo sapiens,,1991-02-05,,"Human coronavirus OC43 strain OC43/human/USA/912-6/1991, complete genome"
,KF530097,2013-10-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30577,complete,,USA,Homo sapiens,,1992-11-30,,"Human coronavirus OC43 strain OC43/human/USA/9211-43/1992, complete genome"
,JF292909,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-08-10,,"SARS coronavirus MA15 isolate d2ym4, complete genome"
,JX163924,2012-09-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,,,2010-02-05,,"SARS coronavirus isolate Tor2/FP1-10851, complete genome"
,KF600652,2013-09-17T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30082,complete,,Saudi Arabia,Homo sapiens,,2012-10-30,,"Middle East respiratory syndrome coronavirus isolate Riyadh_2_2012, complete genome"
,HQ890526,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-10-08,,"SARS coronavirus MA15 ExoN1 isolate d2ym1, complete genome"
,JF292915,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-10-10,,"SARS coronavirus MA15 isolate d4ym5, complete genome"
,KF686346,2013-09-28T00:00:00Z,Human coronavirus HKU1,Betacoronavirus,Coronaviridae,29982,complete,,USA,Homo sapiens,,2010-01-09,,"Human coronavirus HKU1 strain HKU1/human/USA/HKU1-12/2010, complete genome"
,KF268337,2013-08-14T00:00:00Z,Murine coronavirus,Betacoronavirus,Coronaviridae,31294,complete,,USA,Mus musculus,,2012-10-25,,"Murine coronavirus strain MHV/BHKR_lab/USA/icA59_17Cl1/2012, complete genome"
,JX163928,2012-09-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,,,2010-02-05,,"SARS coronavirus isolate Tor2/FP1-10895, complete genome"
,HQ890537,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-09-17,,"SARS coronavirus MA15 ExoN1 isolate d2om4, complete genome"
,JX163927,2012-09-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,,,2010-02-05,,"SARS coronavirus isolate Tor2/FP1-10851, complete genome"
,KF514400,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2010-10-01,,"SARS coronavirus wtic-MB strain SARS/VeroE6_lab/USA/WTic_c1.8P20/2010, complete genome"
,JX169867,2012-07-28T00:00:00Z,Murine coronavirus,Betacoronavirus,Coronaviridae,31051,complete,,USA,,,1947-08-14,,"Murine coronavirus strain JHM.WU, complete genome"
,KF514397,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2009-05-19,,"SARS coronavirus wtic-MB strain SARS/VeroE6_lab/USA/WTic_c2P10/2009, complete genome"
,HQ890533,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29646,complete,,USA,Mus musculus,,2008-10-10,,"SARS coronavirus MA15 ExoN1 isolate d4ym3, complete genome"
,HQ890532,2011-03-25T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29645,complete,,USA,Mus musculus,,2008-10-10,,"SARS coronavirus MA15 ExoN1 isolate d4ym2, complete genome"
,KF514405,2013-08-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29687,complete,,USA,,,2010-10-01,,"SARS coronavirus ExoN1 strain SARS/VeroE6_lab/USA/ExoN1_c5.2P20/2010, complete genome"
,KC881006,2013-11-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29792,complete,,China,Rhinolophus sinicus,,2012-03-19,,"Bat SARS-like coronavirus Rs3367, complete genome"
,KF745068,2013-12-07T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,29901,complete,,France,Homo sapiens,,2013-05-07,,"Middle East respiratory syndrome coronavirus isolate FRA/UAE, complete genome"
,KF367457,2013-11-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30309,complete,,China,Rhinolophus sinicus,,2012-09,,"Bat SARS-like coronavirus WIV1, complete genome"
,MG912605,2018-08-31T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2017-06-17,,"Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-9835/2017, complete genome"
,MG520076,2018-10-22T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30096,complete,,Saudi Arabia,Homo sapiens,oronasopharynx,2015-10-15,,"Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-023D3N/2015, complete genome"
,MG197720,2018-09-16T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30567,complete,,China,,oronasopharynx,2015-06-05,,"Human coronavirus OC43 strain YC-68, complete genome"
,MN026164,2019-07-07T00:00:00Z,Betacoronavirus 1,Betacoronavirus,Coronaviridae,30777,complete,,Kenya,Homo sapiens,oronasopharynx,2018-01-18,,"Human coronavirus OC43 isolate OC43_KLF_01_2018, complete genome"
,MH259486,2019-05-07T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30111,complete,,Saudi Arabia,Camelus dromedarius,oronasopharynx,2014-07-15,,"Middle East respiratory syndrome-related coronavirus isolate KSA_1723, complete genome"
,MH454272,2018-06-19T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30119,complete,,Saudi Arabia,Homo sapiens,,2016-12-06,,"Middle East respiratory syndrome-related coronavirus strain HCoV-EMC, complete genome"
,MF598613,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B21_2015, complete genome"
,MF598594,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B1_2015, complete genome"
,MF598675,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B85_2015, complete genome"
,MF598656,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B66_2015, complete genome"
,MF598678,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B88_2015, complete genome"
,MF598618,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B26_2015, complete genome"
,MF598672,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B82_2015, complete genome"
,MF598643,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B52_2015, complete genome"
,MF598666,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B76_2015, complete genome"
,MF598671,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B81_2015, complete genome"
,MF598686,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B99_2015, complete genome"
,MF598694,2017-11-15T00:00:00Z,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,30123,complete,,United Arab Emirates,Camelus dromedarius,oronasopharynx,2015-03,,"Middle East respiratory syndrome-related coronavirus strain camel/UAE_B107_2015, complete genome"
